id,f1,auc,ap,acc,bacc,prec,rec,jac,n,scope,scope_class,scope_subclass,ec,ec_class,ec_subclass,organism,reign
1dr5_1,0.5384615384615384,0.814318783068783,0.6997744311456198,0.7419354838709677,0.7152777777777777,0.45161290322580644,0.6666666666666666,0.3684210526315789,186,c.71.1.1,c,c.71,1.5.1.3,1,1.5,Gallus gallus,Eukaryota
2q59_1,0.2692307692307692,0.8150428265524625,0.22629646468193967,0.8500986193293886,0.6214668094218415,0.21875,0.35,0.15555555555555556,507,a.123.1.1,a,a.123,,-,-,Homo sapiens,Eukaryota
3ml2_1,0.40860215053763443,0.8317230273752014,0.4329238928469292,0.7859922178988327,0.7496779388083736,0.2878787878787879,0.7037037037037037,0.25675675675675674,257,b.74.1.1,b,b.74,4.2.1.1,4,4.2,Homo sapiens,Eukaryota
1cl0_1,0.5654450261780105,0.867620302402911,0.6570682822580723,0.7373417721518988,0.782326369282891,0.421875,0.8571428571428571,0.39416058394160586,316,c.3.1.5,c,c.3,1.8.1.9,1,1.8,Escherichia coli,Bacteria
4xum_2,0.4489795918367347,0.8628985507246376,0.5296838046648166,0.7923076923076923,0.7666666666666666,0.3235294117647059,0.7333333333333333,0.2894736842105263,260,a.123.1.1,a,a.123,,-,-,Homo sapiens,Eukaryota
4k9v_1,0.5210084033613446,0.9491007804546997,0.5975314798856437,0.875,0.8799117746861215,0.36904761904761907,0.8857142857142857,0.3522727272727273,456,a.104.1.1,a,a.104,1.14.14.1,1,1.14,Homo sapiens,Eukaryota
4wzh_2,0.6984126984126984,0.9637858072916666,0.845880400907507,0.875,0.8919270833333333,0.5641025641025641,0.9166666666666666,0.5365853658536586,304,c.1.4.1,c,c.1,1.3.98.1,1,1.3,Leishmania braziliensis,Eukaryota
3owh_1,0.3401360544217687,0.8889227023737066,0.3126164372724696,0.7868131868131868,0.7959144856968958,0.21551724137931033,0.8064516129032258,0.20491803278688525,455,,-,-,1.10.5.1,1,1.10,Homo sapiens,-
3pcb_2,0.0,0.6647352647352647,0.03476675353872982,0.8583690987124464,0.43956043956043955,0.0,0.0,0.0,466,,-,-,1.13.11.3,1,1.13,Pseudomonas putida,-
3p78_1,0.6190476190476191,0.9532263571184705,0.601886389871891,0.9036144578313253,0.9004210765904177,0.4727272727272727,0.896551724137931,0.4482758620689655,332,d.144.1.7,d,d.144,2.7.11.24,2,2.7,Mus musculus,Eukaryota
2wej_1,0.4,0.9321735300594582,0.4765829969088112,0.7906976744186046,0.8628055494384497,0.2535211267605634,0.9473684210526315,0.25,258,b.74.1.1,b,b.74,4.2.1.1,4,4.2,Homo sapiens,Eukaryota
2b5o_1,0.36363636363636365,0.8761029411764706,0.23850129407427548,0.8202054794520548,0.7876838235294117,0.24,0.75,0.2222222222222222,584,c.25.1.0,c,c.25,1.18.1.2,1,1.18,Picosynechococcus sp.,Bacteria
3qmn_12,0.5342465753424658,0.9367174741426239,0.7221170492421178,0.8201058201058201,0.8488704409363093,0.38235294117647056,0.8863636363636364,0.3644859813084112,378,l.1.1.1,l,l.1,2.7.8.7,2,2.7,Vibrio cholerae,Bacteria
3gka_1,0.5154639175257731,0.9488320355951056,0.6867757226396684,0.8657142857142858,0.8389624835676004,0.3787878787878788,0.8064516129032258,0.3472222222222222,350,c.1.4.0,c,c.1,1.-.-.-,1,1.-,Burkholderia pseudomallei,Bacteria
3ldo_1,0.6610169491525424,0.9610005379236148,0.8418708441944026,0.8952879581151832,0.891406670252824,0.527027027027027,0.8863636363636364,0.4936708860759494,382,c.55.1.0,c,c.55,3.6.4.10,3,3.6,Homo sapiens,Eukaryota
4e5w_1,0.7045454545454546,0.9955506117908788,0.9683741231826972,0.910958904109589,0.9501915708812261,0.543859649122807,1.0,0.543859649122807,292,l.1.1.1,l,l.1,2.7.10.2,2,2.7,Homo sapiens,Eukaryota
4xp1_1,0.4,0.9318422245730694,0.39910550429572905,0.9271028037383178,0.7244597249508841,0.3333333333333333,0.5,0.25,535,,-,-,,-,-,Drosophila melanogaster,Eukaryota
4k77_1,0.6506024096385542,0.9921568627450981,0.9451531184864517,0.8971631205673759,0.9431372549019608,0.48214285714285715,1.0,0.48214285714285715,282,d.144.1.0,d,d.144,2.7.10.2,2,2.7,Homo sapiens,Eukaryota
2i4j_1,0.27184466019417475,0.8331296739821106,0.2506833427856015,0.8611111111111112,0.6226355149323036,0.22580645161290322,0.34146341463414637,0.15730337078651685,540,a.123.1.1,a,a.123,,-,-,Homo sapiens,Eukaryota
4xjc_3,0.45390070921985815,0.8796072625262993,0.507628369575635,0.7824858757062146,0.7816177043559573,0.32,0.7804878048780488,0.29357798165137616,354,b.85.4.0,b,b.85,3.5.4.30,3,3.5,Halalkalibacterium halodurans,Bacteria
2cen_1,0.8686868686868687,0.9939984996249063,0.9803231985157715,0.9343434343434344,0.9580645161290322,0.7678571428571429,1.0,0.7678571428571429,198,b.50.1.1,b,b.50,3.4.23.16,3,3.4,Human immunodeficiency virus,Viruses
4d96_1,0.5692307692307692,0.9791028141543605,0.8195244853752502,0.8292682926829268,0.9037800687285223,0.3978494623655914,1.0,0.3978494623655914,328,c.79.1.0,c,c.79,4.4.1.15,4,4.4,Salmonella typhimurium,Bacteria
2qgt_2,0.36363636363636365,0.8884327142391659,0.28005704654467245,0.7891566265060241,0.8448680351906158,0.22727272727272727,0.9090909090909091,0.2222222222222222,498,a.123.1.1,a,a.123,,-,-,Homo sapiens,Eukaryota
1c9h_1,0.5348837209302325,0.8295346628679962,0.744000644405466,0.6261682242990654,0.7139126305792972,0.38333333333333336,0.8846153846153846,0.36507936507936506,107,d.26.1.1,d,d.26,5.2.1.8,5,5.2,Homo sapiens,Eukaryota
4jiq_1,0.4,0.9631805157593123,0.594155884765641,0.8455284552845529,0.8947707736389685,0.25333333333333335,0.95,0.25,369,c.1.4.0,c,c.1,,-,-,Agrobacterium tumefaciens,Bacteria
5if9_1,0.29508196721311475,0.8636222429325878,0.33397136599004673,0.8286852589641435,0.6033706119913016,0.28125,0.3103448275862069,0.17307692307692307,251,,-,-,,-,-,Mycolicibacterium smegmatis,-
5alu_2,0.07766990291262135,0.5761908720591904,0.05092834921726451,0.826007326007326,0.5142987779532795,0.05,0.17391304347826086,0.04040404040404041,546,c.108.1.2,c,c.108,3.1.3.76,3,3.1,Homo sapiens,Eukaryota
2gtn_1,0.7142857142857143,0.9945127719962157,0.961320443653476,0.9169139465875371,0.9536423841059603,0.5555555555555556,1.0,0.5555555555555556,337,d.144.1.7,d,d.144,2.7.11.24,2,2.7,Mus musculus,Eukaryota
3rku_2,0.725925925925926,0.9623397435897435,0.9080676906583063,0.8619402985074627,0.8924501424501424,0.5903614457831325,0.9423076923076923,0.5697674418604651,268,l.1.1.1,l,l.1,1.1.1.381,1,1.1,Saccharomyces cerevisiae,Eukaryota
4jaz_1,0.411214953271028,0.9094650205761317,0.5378833827761441,0.7649253731343284,0.8165432098765433,0.2682926829268293,0.88,0.25882352941176473,268,a.123.1.1,a,a.123,,-,-,Homo sapiens,Eukaryota
3gye_1,0.6991869918699187,0.9624282337048295,0.8322463848039059,0.8762541806020067,0.8919706180344478,0.5657894736842105,0.9148936170212766,0.5375,299,c.1.4.1,c,c.1,1.3.98.1,1,1.3,Leishmania major,Eukaryota
3s8x_1,0.4444444444444444,0.8554273237679352,0.48073492018923425,0.8054474708171206,0.7654398003742982,0.3225806451612903,0.7142857142857143,0.2857142857142857,257,b.74.1.1,b,b.74,4.2.1.1,4,4.2,Homo sapiens,Eukaryota
2vtd_1,0.36231884057971014,0.818664752333094,0.29752185103523343,0.7967667436489607,0.7591529073941135,0.24271844660194175,0.7142857142857143,0.22123893805309736,433,l.1.1.1,l,l.1,6.3.2.9,6,6.3,Escherichia coli,Bacteria
3azz_1,0.5277777777777778,0.9561239342898732,0.691123993512295,0.864,0.8825119567477646,0.37254901960784315,0.9047619047619048,0.3584905660377358,250,b.29.1.2,b,b.29,3.2.1.39,3,3.2,Thermotoga maritima,Bacteria
3sh2_1,0.5806451612903226,0.9623931623931623,0.8538455694520675,0.7515923566878981,0.85,0.4090909090909091,1.0,0.4090909090909091,157,c.71.1.1,c,c.71,1.5.1.3,1,1.5,Staphylococcus aureus,Bacteria
1nfy_1,0.3522727272727273,0.8868867705184841,0.6766970149770436,0.6027874564459931,0.7365147640083701,0.21830985915492956,0.9117647058823529,0.21379310344827587,287,b.47.1.2,b,b.47,3.4.21.6,3,3.4,Homo sapiens,Eukaryota
3v9v_1,0.6138613861386139,0.9167176225999756,0.6196917614812195,0.8488372093023255,0.844258285434756,0.484375,0.8378378378378378,0.44285714285714284,258,a.123.1.1,a,a.123,,-,-,Homo sapiens,Eukaryota
1jki_2,0.3383084577114428,0.86005163904958,0.2801349221747803,0.8732125834127741,0.7210020590253946,0.2446043165467626,0.5483870967741935,0.20359281437125748,1049,d.81.1.3,d,d.81,5.5.1.4,5,5.5,Saccharomyces cerevisiae,Eukaryota
3gu3_1,0.42105263157894735,0.9066820276497696,0.5622797629766983,0.7608695652173914,0.8035714285714286,0.27906976744186046,0.8571428571428571,0.26666666666666666,276,c.66.1.49,c,c.66,2.1.1.-,2,2.1,Bacillus cereus,Bacteria
2gr2_1,0.43209876543209874,0.9196614196614198,0.4906362053752648,0.770573566084788,0.8493465993465994,0.28,0.9459459459459459,0.2755905511811024,401,l.1.1.1,l,l.1,1.18.1.2,1,1.18,Pseudomonas sp.,Bacteria
1qju_1,0.3409090909090909,0.8544358311800172,0.2297439604454888,0.927860696517413,0.7222222222222222,0.25862068965517243,0.5,0.2054794520547945,804,,-,-,2.7.7.48,2,2.7,Human rhinovirus 16,-
1td2_1,0.2978723404255319,0.8897389107243122,0.26653197106119036,0.8275261324041812,0.8180797304884897,0.1826086956521739,0.8076923076923077,0.175,574,c.72.1.5,c,c.72,2.7.1.35,2,2.7,Escherichia coli,Bacteria
2ojt_2,0.3898305084745763,0.8689815766043422,0.3352302870550557,0.8565737051792829,0.8030271899184988,0.26436781609195403,0.7419354838709677,0.24210526315789474,502,c.94.1.0,c,c.94,,-,-,Rattus norvegicus,Eukaryota
4fgk_2,0.31654676258992803,0.898795871559633,0.32158931034124494,0.7934782608695652,0.8516819571865444,0.19130434782608696,0.9166666666666666,0.18803418803418803,460,,-,-,1.10.5.1,1,1.10,Homo sapiens,-
1h5n_3,0.2169811320754717,0.8334972025189035,0.13962468192305755,0.89157413455258,0.6538087880703233,0.14935064935064934,0.39655172413793105,0.12169312169312169,1531,c.81.1.1,c,c.81,1.7.2.3,1,1.7,Rhodobacter capsulatus,Bacteria
2p3c_1,0.9038461538461539,0.9895833333333333,0.9762210860388216,0.9489795918367347,0.9591779279279279,0.8392857142857143,0.9791666666666666,0.8245614035087719,196,b.50.1.1,b,b.50,3.4.23.16,3,3.4,Human immunodeficiency virus,Viruses
1i8z_1,0.46808510638297873,0.8616172263213372,0.48984773075558596,0.8062015503875969,0.7854238819454902,0.3384615384615385,0.7586206896551724,0.3055555555555556,258,b.74.1.1,b,b.74,4.2.1.1,4,4.2,Homo sapiens,Eukaryota
2oxw_1,0.42424242424242425,0.9047619047619047,0.5340922972179087,0.6392405063291139,0.791970802919708,0.2692307692307692,1.0,0.2692307692307692,158,d.92.1.11,d,d.92,3.4.24.65,3,3.4,Homo sapiens,Eukaryota
3nhy_1,0.30656934306569344,0.9110536265048254,0.34343883594058455,0.7934782608695652,0.8501144164759725,0.18421052631578946,0.9130434782608695,0.1810344827586207,460,c.23.5.3,c,c.23,1.10.5.1,1,1.10,Homo sapiens,Eukaryota
3caq_1,0.6548672566371682,0.939178259462957,0.73557146923713,0.88,0.8635150436751861,0.5362318840579711,0.8409090909090909,0.4868421052631579,325,c.1.7.1,c,c.1,1.3.1.3,1,1.3,Homo sapiens,Eukaryota
3c96_1,0.6086956521739131,0.9604863221884499,0.7944892094959127,0.8346456692913385,0.8799684358194997,0.44954128440366975,0.9423076923076923,0.4375,381,l.1.1.1,l,l.1,1.14.13.218,1,1.14,Pseudomonas aeruginosa,Bacteria
3ivc_2,0.4948453608247423,0.8286156567890315,0.5662354732584578,0.822463768115942,0.7422600619195046,0.4067796610169492,0.631578947368421,0.3287671232876712,276,c.26.1.4,c,c.26,6.3.2.1,6,6.3,Mycobacterium tuberculosis,Bacteria
3ndc_2,0.496,0.8807692307692307,0.6315389356815337,0.7272727272727273,0.7818376068376068,0.34831460674157305,0.8611111111111112,0.32978723404255317,231,c.90.1.0,c,c.90,2.1.1.133,2,2.1,Rhodobacter capsulatus,Bacteria
3pcc_4,0.0,0.6803196803196803,0.036538980343091824,0.8776824034334764,0.44945054945054946,0.0,0.0,0.0,466,,-,-,1.13.11.3,1,1.13,Pseudomonas putida,-
3e7t_3,0.34146341463414637,0.9042194092827004,0.2684402124787516,0.8692493946731235,0.8255977496483826,0.21875,0.7777777777777778,0.20588235294117646,413,,-,-,1.14.13.39,1,1.14,Mus musculus,-
3fbe_2,0.5128205128205128,0.8283772302463892,0.49234669036717826,0.7054263565891473,0.786321155480034,0.35714285714285715,0.9090909090909091,0.3448275862068966,129,l.1.1.1,l,l.1,2.7.4.6,2,2.7,Acanthamoeba polyphaga mimivirus,Viruses
2jir_2,0.4852941176470588,0.9358851674641149,0.5478057897906148,0.9027777777777778,0.7639097744360902,0.4074074074074074,0.6,0.32038834951456313,720,c.81.1.1,c,c.81,1.9.6.1,1,1.9,Desulfovibrio desulfuricans,Bacteria
2hs6_2,0.36893203883495146,0.8794895408498882,0.319336852739806,0.9102209944751382,0.7509757488049817,0.2714285714285714,0.5757575757575758,0.2261904761904762,724,c.1.4.1,c,c.1,1.3.1.42,1,1.3,Solanum lycopersicum,Eukaryota
1mq6_1,0.328042328042328,0.8448235294117646,0.5570405241255012,0.5528169014084507,0.7078823529411764,0.2,0.9117647058823529,0.1962025316455696,284,b.47.1.2,b,b.47,3.4.21.6,3,3.4,Homo sapiens,Eukaryota
1rek_1,0.8247422680412371,0.9820205479452054,0.9262790334955089,0.9494047619047619,0.9322851805728518,0.7547169811320755,0.9090909090909091,0.7017543859649122,336,d.144.1.7,d,d.144,2.7.11.11,2,2.7,Mus musculus,Eukaryota
3er9_1,0.5052631578947369,0.9166162227602905,0.520689836358877,0.8943820224719101,0.8277845036319613,0.38095238095238093,0.75,0.3380281690140845,445,e.69.1.1,e,e.69,2.7.7.19,2,2.7,Vaccinia virus (strain,Viruses
4c73_1,0.5161290322580645,0.9310968714662646,0.6005489708108183,0.855072463768116,0.8819449679607991,0.3595505617977528,0.9142857142857143,0.34782608695652173,414,c.95.1.0,c,c.95,,-,-,-,Bacteria
4de5_2,0.36538461538461536,0.8951324266284896,0.48269091047475227,0.7608695652173914,0.8078024337866858,0.23170731707317074,0.8636363636363636,0.2235294117647059,276,c.26.1.4,c,c.26,6.3.2.1,6,6.3,Mycobacterium tuberculosis,Bacteria
1dmb_1,0.37735849056603776,0.8793043478260869,0.46967652267075016,0.8216216216216217,0.8115942028985508,0.24691358024691357,0.8,0.23255813953488372,370,c.94.1.1,c,c.94,,-,-,Escherichia coli,Bacteria
3w16_1,0.5952380952380952,0.9882142857142857,0.8888678521329885,0.8634538152610441,0.9241071428571428,0.423728813559322,1.0,0.423728813559322,249,d.144.1.7,d,d.144,2.7.11.1,2,2.7,Homo sapiens,Eukaryota
3ogx_1,0.2967032967032967,0.8190522557611165,0.2960984900805928,0.7504873294346979,0.723790976955534,0.1888111888111888,0.6923076923076923,0.17419354838709677,513,d.118.1.1,d,d.118,,-,-,Camelus dromedarius,Eukaryota
1tgm_1,0.25,0.9095441595441596,0.6597376501848047,0.35537190082644626,0.6388888888888888,0.14285714285714285,1.0,0.14285714285714285,121,,-,-,3.1.1.4,3,3.1,Daboia russelii,-
1n2e_1,0.3787878787878788,0.8715708189392399,0.34423017972624326,0.8558875219683656,0.7720483641536273,0.2631578947368421,0.6756756756756757,0.2336448598130841,569,c.26.1.4,c,c.26,6.3.2.1,6,6.3,Mycobacterium tuberculosis,Bacteria
2hl2_2,0.37681159420289856,0.8399778516057586,0.3430821333349734,0.6993006993006993,0.8014950166112957,0.23636363636363636,0.9285714285714286,0.23214285714285715,286,c.110.1.2,c,c.110,6.1.1.3,6,6.1,Pyrococcus abyssi,Archaea
4mf0_1,0.3728813559322034,0.838854332417185,0.36838525561546737,0.8448637316561844,0.7819687545204688,0.25287356321839083,0.7096774193548387,0.22916666666666666,477,d.144.1.7,d,d.144,2.7.10.2,2,2.7,Homo sapiens,Eukaryota
2xb5_1,0.43243243243243246,0.8160415003990423,0.3433776446287703,0.6956521739130435,0.7637669592976855,0.2891566265060241,0.8571428571428571,0.27586206896551724,207,a.121.1.1,a,a.121,,-,-,Escherichia coli,Bacteria
1z2c_1,0.417910447761194,0.8757541263517359,0.4371476583230976,0.9624639076034649,0.6910358565737051,0.4375,0.4,0.2641509433962264,1039,c.37.1.8,c,c.37,,-,-,Mus musculus,Eukaryota
5ce3_2,0.36,0.8820119257950529,0.504906660475633,0.8929765886287625,0.7370803886925795,0.2647058823529412,0.5625,0.21951219512195122,598,,-,-,,-,-,Yersinia enterocolitica,Bacteria
2clp_6,0.6821705426356589,0.9472318339100346,0.7964612136794995,0.8730650154798761,0.8688725490196079,0.5641025641025641,0.8627450980392157,0.5176470588235295,323,c.1.7.1,c,c.1,1.1.1.2,1,1.1,Homo sapiens,Eukaryota
3dho_5,0.30612244897959184,0.7998987854251013,0.26339453245426975,0.8325123152709359,0.7134615384615384,0.20833333333333334,0.5769230769230769,0.18072289156626506,406,b.81.1.3,b,b.81,2.3.1.-,2,2.3,Enterococcus faecium,Bacteria
1toi_1,0.32142857142857145,0.9569702328323018,0.5618398792492625,0.8075949367088607,0.8992042440318302,0.19148936170212766,1.0,0.19148936170212766,395,c.67.1.1,c,c.67,2.6.1.1,2,2.6,Escherichia coli,Bacteria
4lj7_1,0.5806451612903226,0.9195767195767196,0.7136784147492701,0.8721311475409836,0.8283068783068783,0.46551724137931033,0.7714285714285715,0.4090909090909091,305,c.37.1.0,c,c.37,,-,-,Thermus thermophilus,Bacteria
1dku_2,0.0963855421686747,0.7991071428571428,0.06901775324393715,0.8728813559322034,0.5701219512195121,0.05970149253731343,0.25,0.05063291139240506,590,,-,-,2.7.6.1,2,2.7,Bacillus subtilis,-
3pd4_1,0.3492063492063492,0.8783269961977186,0.48759287162401355,0.7162629757785467,0.7747879496928927,0.22,0.8461538461538461,0.21153846153846154,289,c.110.1.2,c,c.110,6.1.1.3,6,6.1,Pyrococcus abyssi,Archaea
1rv1_5,0.41134751773049644,0.8027650938609843,0.36185569259633216,0.6745098039215687,0.729261796042618,0.2761904761904762,0.8055555555555556,0.25892857142857145,255,a.42.1.1,a,a.42,2.3.2.27,2,2.3,Homo sapiens,Eukaryota
4at5_1,0.6481481481481481,0.9668389319552111,0.8458720678988417,0.8707482993197279,0.9144056847545219,0.4861111111111111,0.9722222222222222,0.4794520547945205,294,l.1.1.1,l,l.1,2.7.10.1,2,2.7,Homo sapiens,Eukaryota
1hdo_1,0.6461538461538462,0.9779433245690914,0.9382596485409204,0.775609756097561,0.8588957055214723,0.4772727272727273,1.0,0.4772727272727273,205,c.2.1.2,c,c.2,1.5.1.30,1,1.5,Homo sapiens,Eukaryota
4h2o_3,0.38461538461538464,0.867546432062561,0.44891022952898885,0.6923076923076923,0.7878787878787878,0.24390243902439024,0.9090909090909091,0.23809523809523808,208,,-,-,2.5.1.31,2,2.5,Escherichia coli,-
4c1e_1,0.22535211267605634,0.7997732426303855,0.2318123225693132,0.7613882863340564,0.7798185941043084,0.13114754098360656,0.8,0.12698412698412698,461,d.157.1.1,d,d.157,3.5.2.6,3,3.5,Pseudomonas aeruginosa,Bacteria
4qf7_1,0.41739130434782606,0.8960481099656358,0.7982774654877414,0.4462809917355372,0.654639175257732,0.26373626373626374,1.0,0.26373626373626374,121,a.133.1.2,a,a.133,3.1.1.4,3,3.1,Daboia russelii,Eukaryota
4kbn_1,0.5,0.9063591893780574,0.5732873333423916,0.7311827956989247,0.8120195667365478,0.3424657534246575,0.9259259259259259,0.3333333333333333,186,c.71.1.1,c,c.71,1.5.1.3,1,1.5,Homo sapiens,Eukaryota
2cji_1,0.3163265306122449,0.848389355742297,0.6167942481629854,0.5314685314685315,0.6959617180205415,0.19135802469135801,0.9117647058823529,0.18787878787878787,286,b.47.1.2,b,b.47,3.4.21.6,3,3.4,Homo sapiens,Eukaryota
2gl0_6,0.06818181818181818,0.7166364590289039,0.05084301650300254,0.9158974358974359,0.535128302966708,0.045454545454545456,0.13636363636363635,0.03529411764705882,975,d.256.1.0,d,d.256,2.7.1.20,2,2.7,Pyrobaculum aerophilum,Archaea
4c71_2,0.5238095238095238,0.944187123668365,0.6252518957978752,0.8554216867469879,0.9078662961247491,0.358695652173913,0.9705882352941176,0.3548387096774194,415,c.95.1.0,c,c.95,,-,-,-,Bacteria
4e4q_1,0.52,0.9568157368987245,0.7034071148029959,0.8208955223880597,0.8839711080374981,0.3561643835616438,0.9629629629629629,0.35135135135135137,268,a.123.1.1,a,a.123,,-,-,Homo sapiens,Eukaryota
3cr0_1,0.5585585585585585,0.9849462365591398,0.9187120747995403,0.80859375,0.8911111111111112,0.3875,1.0,0.3875,256,d.144.1.0,d,d.144,2.7.10.2,2,2.7,Homo sapiens,Eukaryota
4bmz_1,0.3974358974358974,0.8877855659397715,0.3448059803278453,0.7974137931034483,0.8265835929387331,0.25833333333333336,0.8611111111111112,0.248,464,c.56.2.0,c,c.56,3.2.2.30,3,3.2,Helicobacter pylori,Bacteria
1ttm_1,0.40860215053763443,0.8753006475485662,0.43068960035552045,0.7868217054263565,0.8045328399629972,0.2714285714285714,0.8260869565217391,0.25675675675675674,258,b.74.1.1,b,b.74,4.2.1.1,4,4.2,Homo sapiens,Eukaryota
1s0z_1,0.6551724137931034,0.9196597353497165,0.7787850428285015,0.841897233201581,0.8357487922705313,0.5428571428571428,0.8260869565217391,0.48717948717948717,253,a.123.1.1,a,a.123,,-,-,Homo sapiens,Eukaryota
2weg_1,0.4044943820224719,0.9015471167369902,0.4756869256874113,0.7945736434108527,0.823086196503918,0.2647058823529412,0.8571428571428571,0.2535211267605634,258,b.74.1.1,b,b.74,4.2.1.1,4,4.2,Homo sapiens,Eukaryota
2aa0_2,0.2698412698412698,0.7969586635253801,0.2655236255331864,0.7378917378917379,0.66887984579139,0.17525773195876287,0.5862068965517241,0.1559633027522936,351,c.72.1.1,c,c.72,2.7.1.20,2,2.7,Toxoplasma gondii,Eukaryota
2g00_1,0.31958762886597936,0.8159362549800797,0.5277268393625097,0.5384615384615384,0.6878770631758679,0.1949685534591195,0.8857142857142857,0.1901840490797546,286,b.47.1.2,b,b.47,3.4.21.6,3,3.4,Homo sapiens,Eukaryota
2ble_1,0.5068493150684932,0.9644428797746876,0.7660950979335834,0.7863501483679525,0.8681130082731914,0.3425925925925926,0.9736842105263158,0.3394495412844037,337,c.1.5.0,c,c.1,1.7.1.7,1,1.7,Homo sapiens,Eukaryota
2osm_1,0.35714285714285715,0.9302685950413223,0.5716634555089704,0.7906976744186046,0.859245867768595,0.22058823529411764,0.9375,0.21739130434782608,258,,-,-,4.2.1.1,4,4.2,Homo sapiens,-
3ivx_1,0.464,0.877149624137576,0.5658375710847927,0.7673611111111112,0.7573370404695706,0.3372093023255814,0.7435897435897436,0.3020833333333333,288,c.26.1.4,c,c.26,6.3.2.1,6,6.3,Mycobacterium tuberculosis,Bacteria
4alh_3,0.3333333333333333,0.8824027072758037,0.5493754718482383,0.7209302325581395,0.7719966159052454,0.20833333333333334,0.8333333333333334,0.2,215,a.29.2.0,a,a.29,,-,-,Homo sapiens,Eukaryota
1bnm_1,0.5176470588235295,0.9106280193236715,0.5828385421820904,0.8404669260700389,0.8291465378421901,0.3793103448275862,0.8148148148148148,0.3492063492063492,257,b.74.1.1,b,b.74,4.2.1.1,4,4.2,Homo sapiens,Eukaryota
3dv3_1,0.5964912280701754,0.9204144620811288,0.4776453253425884,0.8402777777777778,0.8849206349206349,0.4358974358974359,0.9444444444444444,0.425,288,l.1.1.1,l,l.1,2.7.12.2,2,2.7,Homo sapiens,Eukaryota
1okn_1,0.42105263157894735,0.8782683982683983,0.44169723880517536,0.78515625,0.7917748917748918,0.2857142857142857,0.8,0.26666666666666666,256,b.74.1.1,b,b.74,4.2.1.1,4,4.2,Homo sapiens,Eukaryota
3cav_1,0.3516483516483517,0.9219126246990023,0.4400037841695741,0.8184615384615385,0.8295493636050911,0.2222222222222222,0.8421052631578947,0.21333333333333335,325,c.1.7.1,c,c.1,1.3.1.3,1,1.3,Homo sapiens,Eukaryota
2vte_1,0.35714285714285715,0.8291457286432161,0.35322757128749893,0.7916666666666666,0.7658882648536802,0.2358490566037736,0.7352941176470589,0.21739130434782608,432,l.1.1.1,l,l.1,6.3.2.9,6,6.3,Escherichia coli,Bacteria
4i9n_11,0.3119266055045872,0.7847368421052632,0.26233981278904817,0.7720364741641338,0.7298026315789474,0.20238095238095238,0.68,0.18478260869565216,329,d.162.1.1,d,d.162,1.1.1.27,1,1.1,Oryctolagus cuniculus,Eukaryota
4ros_1,0.5166666666666667,0.9074533590662623,0.6649079044314284,0.8176100628930818,0.8078301626688723,0.38271604938271603,0.7948717948717948,0.34831460674157305,318,d.162.1.0,d,d.162,1.1.1.37,1,1.1,Methylorubrum extorquens,Bacteria
1gte_6,0.46153846153846156,0.8964642956376772,0.5373729157846778,0.9303482587064676,0.7252448596832454,0.43478260869565216,0.4918032786885246,0.3,1005,d.58.1.5,d,d.58,1.3.1.2,1,1.3,Sus scrofa,Eukaryota
3cin_1,0.5609756097560976,0.9253048780487805,0.6562068224133802,0.8115183246073299,0.8283649503161699,0.41818181818181815,0.8518518518518519,0.3898305084745763,382,l.1.1.1,l,l.1,5.5.1.4,5,5.5,Thermotoga maritima,Bacteria
3cku_1,0.2247191011235955,0.763095238095238,0.13051150597528538,0.7661016949152543,0.719047619047619,0.13513513513513514,0.6666666666666666,0.12658227848101267,295,,-,-,1.7.3.3,1,1.7,Aspergillus flavus,-
3std_1,0.5102040816326531,0.8080989876265466,0.5713991643910462,0.7037037037037037,0.7075365579302587,0.3968253968253968,0.7142857142857143,0.3424657534246575,162,d.17.4.1,d,d.17,4.2.1.94,4,4.2,Pyricularia oryzae,Eukaryota
3f63_1,0.4,0.8800725459079574,0.3996476669139337,0.847926267281106,0.7647547797173733,0.2857142857142857,0.6666666666666666,0.25,434,c.47.1.5,c,c.47,2.5.1.18,2,2.5,Anopheles dirus,Eukaryota
3w0y_1,0.5892857142857143,0.8834402834977493,0.7288392817800045,0.816,0.745330907001245,0.559322033898305,0.6226415094339622,0.4177215189873418,250,a.123.1.1,a,a.123,,-,-,Homo sapiens,Eukaryota
1boz_1,0.4909090909090909,0.9238245931283906,0.6958110853934794,0.6989247311827957,0.8080922242314648,0.32926829268292684,0.9642857142857143,0.3253012048192771,186,c.71.1.1,c,c.71,1.5.1.3,1,1.5,Homo sapiens,Eukaryota
4gv4_1,0.5894736842105263,0.9607543323139653,0.6593920168612932,0.8907563025210085,0.9100917431192661,0.4307692307692308,0.9333333333333333,0.417910447761194,357,l.1.1.1,l,l.1,2.4.2.-,2,2.4,Homo sapiens,Eukaryota
3d2e_1,0.3625,0.8812850089667235,0.25486927078163557,0.8988095238095238,0.7648061637921492,0.25663716814159293,0.6170212765957447,0.22137404580152673,1008,,-,-,,-,-,Saccharomyces cerevisiae,Eukaryota
1mvs_1,0.5420560747663551,0.8936524453694068,0.5782432310405992,0.7365591397849462,0.8161290322580645,0.3815789473684211,0.9354838709677419,0.3717948717948718,186,c.71.1.1,c,c.71,1.5.1.3,1,1.5,Homo sapiens,Eukaryota
